record_id,name,name_alphabetized,operational_status,organization_type,description,url,alternate_or_former_names,acronym,alternate_or_former_acronyms,budget_code,open_datasets_url,founding_year,principal_officer_full_name,principal_officer_given_name,principal_officer_middle_name_or_initial,principal_officer_family_name,principal_officer_suffix,principal_officer_name,principal_officer_title,principal_officer_contact_url,notes,instance_of,name_nycgov_agency_list,name_nycgov_mayors_office,name_nyc_open_data_portal,name_oda,name_cpo,name_wegov,name_greenbook,name_checkbook,name_hoo,name_ops,in_org_chart,reports_to,reporting_notes,jan_2025_org_chart,listed_in_nyc_gov_agency_directory
NYC_GOID_000177,Economic Development Corporation,Economic Development Corporation,Active,Public Benefit or Development Organization,"The New York City Economic Development Corporation (NYCEDC), a nonprofit organization operating under contract with the City of New York, is the City's primary vehicle for economic development services. NYCEDC serves as a catalyst for public and private initiatives that promote the City's long-term vitality. Through affordable financing, tax exemptions and low-cost energy programs, NYCEDC helps City businesses gain the competitive edge they need to meet their short- and long-term goals.",https://edc.nyc/,,NYCEDC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Economic+Development+Corporation+%28EDC%29,1991,Andrew Kimball,Andrew,,Kimball,,Andrew Kimball,President and CEO,https://edc.nyc/contact-us,,,Economic Development Corporation (NYCEDC),Economic Development Corporation (NYCEDC),Economic Development Corporation (EDC),Economic Development Corporation (EDC),,Economic Development Corporation,"Economic Development Corporation, NYC",,Economic Development Corporation (NYCEDC),Economic Development Corporation,TRUE,Deputy Mayor of Housing Economic and Workforce Development,,TRUE,TRUE
NYC_GOID_000179,Economic Development Corporation Life Sciences Advisory Council,Economic Development Corporation Life Sciences Advisory Council,Active,Advisory or Regulatory Organization,,https://edc.nyc/advisory-council,,,,,,,,,,,,,,,,,,,,,,,,,,Economic Development Corporation Life Sciences Advisory Council,,,,FALSE,FALSE
NYC_GOID_000180,Economic Development Corporation Real Estate Life Sciences Advisory Board,Economic Development Corporation Real Estate Life Sciences Advisory Board,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Economic Development Corporation Real Estate Life Sciences Advisory Board,,,,FALSE,FALSE
NYC_GOID_000181,Educational Construction Fund,Educational Construction Fund,Active,Public Benefit or Development Organization,,https://infohub.nyced.org/reports/financial/educational-construction-fund,,ECF,,,,1966,Jennifer Maldonado,Jennifer,,Maldonado,,,Chief Executive Officer,,,,,,,,,Educational Construction Fund,Educational Construction Fund,,,Educational Construction Fund,,,,FALSE,TRUE
NYC_GOID_000182,Environmental Control Board,Environmental Control Board,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/oath/hearings/about-ecb.page,,ECB,,,,2008,Asim Rehman,Asim,,Rehman,,,Chairperson (Commissioner & Chief Administrative Law Judge),,,,,,,Environmental Control Board (ECB),,,,,,Environmental Control Board,,,,FALSE,TRUE
NYC_GOID_000183,Environmental Justice Advisory Board,Environmental Justice Advisory Board,Verification Pending,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/sustainability/our-programs/environmental-justice.page,,,,,,,Peggy Shepard,Peggy,,Shepard,,,Chair,,,,,,,,,,,,,Environmental Justice Advisory Board,,,,FALSE,FALSE
NYC_GOID_000184,"Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force","Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force",Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force",,,,FALSE,FALSE
NYC_GOID_000185,Equal Employment Practices Commission,Equal Employment Practices Commission,Active,Advisory or Regulatory Organization,"This Commission is an independent City agency composed of a Chair and four other members, all appointed for staggered four year terms. The Commission is responsible for monitoring the equal employment programs, practices, policies, and procedures of all local government agencies that are funded in whole or in part by the City, or have a majority of board members who are appointed by the Mayor, or serve by virtue of being City officers.",https://www.nyc.gov/site/eepc/index.page,Equal Employment Opportunity,EEPC,,133,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Equal+Employment+Practices+Commission+%28EEPC%29,1989,Jeanne M. Victor,Jeanne,M.,Victor,,Jeanne M. Victor,Executive Director,https://www.nyc.gov/site/eepc/about/email-the-executive-director.page,,,Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission,Equal Employment Practices Commission,Equal Employment Practices Commission,Equal Employment Practices Commission,Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission,TRUE,Mayor,,TRUE,TRUE
NYC_GOID_000186,Fair Recovery Task Force,Fair Recovery Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair Recovery Task Force,,,,FALSE,FALSE
NYC_GOID_000190,Financial Information Services Agency,Financial Information Services Agency,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/eepc/about/jurisdictions/fisa.page,,,,,,1982,Neil Matthew,Neil,,Matthew,,,Executive Director,,,,,,,,,Financial Information Services Agency,Financial Information Services Agency,Financial Information Services Agency,,Financial Information Services Agency,TRUE,Office of the Mayor;Office of the New York City Comptroller,,TRUE,TRUE
NYC_GOID_000191,Fire Department of the City of New York,Fire Department of the City of New York,Active,Mayoral Agency,"As first responders to fires, public safety and medical emergencies, disasters and terrorist acts, FDNY protects the lives and property of New York City residents and visitors.",https://www.nyc.gov/site/fdny/index.page,Fire Department,FDNY,,057,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Fire+Department+of+New+York+City+%28FDNY%29,1865,Robert Tucker,Robert,,Tucker,,Robert Tucker,Commissioner,https://www.nyc.gov/site/fdny/about/overview/leadership/email-the-commissioner.page,,,"Fire Department, New York City (FDNY)","Fire Department, New York City (FDNY)",Fire Department of New York City (FDNY),New York City Fire Department (FDNY),Fire Department,Fire Department,Fire Department,Fire Department,"Fire Department, New York City (FDNY)",Fire Department,TRUE,Deputy Mayor for Public Safety,,TRUE,TRUE
NYC_GOID_000192,Fire Department Pension Fund and Related Funds,Fire Department Pension Fund and Related Funds,Active,Pension Fund,,https://nycfirepension.org/,,,,,,1966,LeRoy McGinnis,LeRoy,M.,McGinnis,,Patrick M. Dunn,Executive Director,,,,,,,,,,,,,FDNY Department Pension Fund,,,,FALSE,FALSE
NYC_GOID_000193,First Deputy Mayor,First Deputy Mayor,Active,Mayoral Office,,,,FDM,,002,,1935,Randy Mastro,Randy,,Mastro,,Randy Mastro,First Deputy Mayor,,,,,Office of the First Deputy Mayor,,,First Deputy Mayor,,,,Mayor's Office - First Deputy Mayor,First Deputy Mayor,TRUE,Mayor,,TRUE,TRUE
NYC_GOID_000194,Flushing Meadows Corona Park Alliance,Flushing Meadows Corona Park Alliance,Active,Nonprofit Organization,,https://allianceforfmcp.org/,,,,,,,Anthony Sama,Anthony,,Sama,,Anthony Sama,Executive Director,,,,,,,,,,,,,Flushing Meadows Corona Park Alliance,,,,FALSE,FALSE
NYC_GOID_000195,Food Service Establishment Advisory Board,Food Service Establishment Advisory Board,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Service Establishment Advisory Board,,,,FALSE,FALSE
NYC_GOID_000196,Forest Park Trust,Forest Park Trust,Active,Public Benefit or Development Organization,,https://forestparktrust.org/,,,,,,,,,,,,Michael Palermo,,,,,,,,,,,,,,Forest Park Trust,,,,FALSE,FALSE
NYC_GOID_000197,Franchise and Concession Review Committee,Franchise and Concession Review Committee,Verification Pending,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/mocs/reporting/about-franchises-concessions.page,,,,,,1989,,,,,,,,,,,,,,,,,,,,Franchise and Concession Review Committee,,,,FALSE,FALSE
NYC_GOID_000198,Fund for Public Schools,Fund for Public Schools,Active,Nonprofit Organization,,https://www.fundforpublicschools.org/,,,,,,,Stephen Cockrell,Stephen,,Cockrell,,,Chief Executive Officer,,,,,,,,,,,,,Fund for Public Schools,,,,FALSE,FALSE
NYC_GOID_000199,Future Workers Task Force,Future Workers Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future Workers Task Force,,,,FALSE,FALSE
NYC_GOID_000200,Gender and Racial Equity Advisory Board,Gender and Racial Equity Advisory Board,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender and Racial Equity Advisory Board,,,,FALSE,FALSE
NYC_GOID_000201,Get Stuff Built Advisory Board,Get Stuff Built Advisory Board,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/getstuffbuilt/initiatives/get-stuff-built.page,,,,,,,Robert Holbrook,Robert,,Holbrook,,,Executive Director,,,,,,,,,,,,,Get Stuff Built Advisory Board,,,,FALSE,FALSE
NYC_GOID_000202,Gracie Mansion Conservancy,Gracie Mansion Conservancy,Active,Nonprofit Organization,,https://www.graciemansion.org/,,,,,,1799,Andrea Shapiro Davis,Andrea,,Davis,,Melissa Gonzalez,Executive Director,,,,,,,,Gracie Mansion,Gracie Mansion,,,,Gracie Mansion Conservancy,TRUE,Deputy Mayor for Administration and Chief of Staff,,TRUE,FALSE
NYC_GOID_000203,Gracie Mansion Conversancy Advisory Committee,Gracie Mansion Conversancy Advisory Committee,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gracie Mansion Conversancy Advisory Committee,,,,FALSE,FALSE
NYC_GOID_000204,Grand Central Partnership,Grand Central Partnership,Active,Nonprofit Organization,,https://www.grandcentralpartnership.nyc/,,,,,,1985,Alfred C. Cerullo III,Alfred,C.,Cerullo,III,Alfred C. Cerullo III,President/CEO,,,,,,,Grand Central Partnership,,,,,,,,,,FALSE,FALSE
NYC_GOID_000205,Green Economy Advisory Council,Green Economy Advisory Council,Active,Advisory or Regulatory Organization,,https://edc.nyc/press-release/nycedc-announces-new-york-citys-first-ever-green-economy-advisory-council,,,,,,,,,,,,,,,,,,,,,,,,,,Green Economy Advisory Council,,,,FALSE,TRUE
NYC_GOID_000206,Greenbelt Conservancy,Greenbelt Conservancy,Active,Nonprofit Organization,,https://sigreenbelt.org/,,,,,,,Steven Cain,Steven,,Cain,,,Executive Director,,,,,,,,,,,,,Greenbelt Conservancy,,,,FALSE,FALSE
NYC_GOID_000208,GrowNYC,GrowNYC,Active,Nonprofit Organization,,https://www.grownyc.org/,,,,,,1970,Marcel Van Ooyen,Marcel,,Van Ooyen,,Steven Cain,President and CEO,,,,,,,,,,GrowNYC,,,GrowNYC (previously Council on the Environment),,,,FALSE,FALSE
NYC_GOID_000209,Handschu Committee,Handschu Committee,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handschu Committee,,,,FALSE,FALSE
NYC_GOID_000210,Hardship Appeals Panel,Hardship Appeals Panel,Active,Advisory or Regulatory Organization,,,,,,,,1989,Marcel Van Ooyen,Marcel,,Van Ooyen,,Marcel Van Ooyen,President and CEO,,,,,,,,,,,,,,,,,FALSE,FALSE
NYC_GOID_000212,Health and Hospitals Corporation Personnel Review Board,Health and Hospitals Corporation Personnel Review Board,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health and Hospitals Corporation Personnel Review Board,,,,FALSE,FALSE
NYC_GOID_000213,HIV Planning Council,HIV Planning Council,Active,Advisory or Regulatory Organization,,https://nyhiv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,HIV Planning Council,,,,FALSE,TRUE
NYC_GOID_000214,HIV/AIDS Services Advisory Board,HIV/AIDS Services Advisory Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/hra/help/hiv-aids-services.page,,HASA,,,,,,,,,,,,,,,,,,,,,,,,HIV/AIDS Services Advisory Board,,,,FALSE,TRUE
NYC_GOID_000215,Housing Development Corporation,Housing Development Corporation,Active,Public Benefit or Development Organization,"The New York City Housing Development Corporation (HDC) seeks to increase the supply of multi-family housing, stimulate economic growth and revitalize neighborhoods by financing the creation and preservation of affordable housing for low- , moderate- , and middle-income New Yorkers.",https://www.nychdc.com/,,NYC HDC,,,,1971,Eric Enderlin,Eric,,Enderlin,,Eric Enderlin,President,https://www.nychdc.com/contact,,,Housing Development Corporation (NYC HDC),Housing Development Corporation (NYC HDC),,Housing Development Corporation (HDC),,Housing Development Corporation,"Housing Development Corporation, NYC",,Hosing Development Corporation (NYC HDC),Housing Development Corporation,TRUE,Deputy Mayor of Housing Economic and Workforce Development,,TRUE,TRUE
NYC_GOID_000216,Department of Housing Preservation and Development,"Housing Preservation and Development, Department of",Active,Mayoral Agency,"Using a variety of preservation, development, and enforcement strategies, the Department of Housing Preservation and Development (HPD) strives to improve the availability, affordability, and quality of housing in New York City. As the nation's largest municipal housing agency, HPD works with private, public, and community partners to strengthen neighborhoods and enable more New Yorkers to become homeowners or to rent well-maintained, affordable housing.",https://www.nyc.gov/site/hpd/index.page,Housing Preservation and Development,HPD,,806,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Housing+Preservation+and+Development+%28HPD%29,1978,Ahmed Tigani,Ahmed,,Tigani,,Ahmed Tigani,Acting Commissioner,https://www.nyc.gov/site/hpd/contact/email-the-commissioner.page,,,"Housing Preservation and Development, Department of  (HPD)","Housing Preservation and Development, Department of  (HPD)",Department of Housing Preservation and Development (HPD),Department of Housing Preservation and Development (HPD),Department of Housing Preservation and Development,Department of Housing Preservation and Development,Housing Preservation & Development,Housing Preservation and Development,"Housing Preservation and Development, Department of (HPD)",Housing Preservation & Development,TRUE,Deputy Mayor of Housing Economic and Workforce Development,,TRUE,TRUE
